frame_id,sequence_id,label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,x22,y22,z22,x23,y23,z23,x24,y24,z24,x25,y25,z25,x26,y26,z26,x27,y27,z27,x28,y28,z28,x29,y29,z29,x30,y30,z30,x31,y31,z31,x32,y32,z32
0,0,TreePose,0.4760117530822754,0.28322312235832214,-0.4055446684360504,0.48229360580444336,0.2712019979953766,-0.39082327485084534,0.48610419034957886,0.2715626060962677,-0.39083725214004517,0.49024802446365356,0.27198925614356995,-0.39086735248565674,0.4710024297237396,0.27026066184043884,-0.3913666605949402,0.46692150831222534,0.2700282633304596,-0.39140617847442627,0.4629901945590973,0.27020400762557983,-0.39143508672714233,0.4944837689399719,0.27951985597610474,-0.26890021562576294,0.4584354758262634,0.2774669826030731,-0.27284419536590576,0.48287731409072876,0.2982589304447174,-0.35678428411483765,0.4673582911491394,0.29663515090942383,-0.35805073380470276,0.5258090496063232,0.37053176760673523,-0.1630915403366089,0.4204708933830261,0.36693158745765686,-0.16605371236801147,0.5355939269065857,0.4924018979072571,-0.0756867378950119,0.40415653586387634,0.485612690448761,-0.10281644016504288,0.5397832989692688,0.602008044719696,-0.15557122230529785,0.390921413898468,0.5900093913078308,-0.19031395018100739,0.542616605758667,0.63286954164505,-0.18115469813346863,0.3846787214279175,0.6241408586502075,-0.21801955997943878,0.5352567434310913,0.6337631940841675,-0.2217380553483963,0.3903973400592804,0.6256440877914429,-0.260113388299942,0.5324445962905884,0.6237936615943909,-0.17253842949867249,0.3942045271396637,0.6137546896934509,-0.20831266045570374,0.49544620513916016,0.5818673372268677,-0.005075449589639902,0.43551236391067505,0.5780302286148071,0.004945559427142143,0.49234819412231445,0.7597889304161072,-0.011051176115870476,0.4379349648952484,0.7540497183799744,0.002907638903707266,0.48501309752464294,0.9136621952056885,0.12241754680871964,0.4422476887702942,0.9113643169403076,0.14113664627075195,0.47740989923477173,0.9317769408226013,0.12525422871112823,0.44790562987327576,0.9310285449028015,0.14532898366451263,0.49726033210754395,0.9674886465072632,-0.02101864293217659,0.42132019996643066,0.9673916101455688,-0.0008728186367079616
1,0,TreePose,0.4759584367275238,0.2832131087779999,-0.4250178337097168,0.48222145438194275,0.27119767665863037,-0.40977272391319275,0.4860284924507141,0.27155163884162903,-0.40979355573654175,0.49017462134361267,0.2719746232032776,-0.4098445773124695,0.47092026472091675,0.27026093006134033,-0.410963773727417,0.46683984994888306,0.270028293132782,-0.4110066294670105,0.4628579616546631,0.27020442485809326,-0.41103091835975647,0.49430927634239197,0.2794762849807739,-0.2850516736507416,0.45819035172462463,0.2774675488471985,-0.29130104184150696,0.48283419013023376,0.2982432544231415,-0.3751324713230133,0.467287540435791,0.296630859375,-0.377147376537323,0.5256727933883667,0.37052810192108154,-0.17819495499134064,0.42019349336624146,0.36692333221435547,-0.1770666539669037,0.5354173183441162,0.4925878942012787,-0.09059493243694305,0.40401920676231384,0.48551517724990845,-0.11287997663021088,0.5398457646369934,0.6019899249076843,-0.17046935856342316,0.39082515239715576,0.5900076031684875,-0.20108063519001007,0.5426586270332336,0.6328728199005127,-0.19668987393379211,0.38469961285591125,0.6241265535354614,-0.22929434478282928,0.5353370904922485,0.6337705850601196,-0.23779889941215515,0.3902627229690552,0.6256402134895325,-0.27283912897109985,0.5325221419334412,0.6237937211990356,-0.18765953183174133,0.3938038945198059,0.6137917041778564,-0.21978838741779327,0.4954197406768799,0.5814984440803528,-0.006757406983524561,0.43551430106163025,0.5775182247161865,0.00662271399050951,0.4923582673072815,0.75965416431427,-0.013922455720603466,0.4379374086856842,0.7538860440254211,0.007393866777420044,0.4850475788116455,0.9143175482749939,0.11744444072246552,0.44224420189857483,0.9113293886184692,0.14319047331809998,0.4775611460208893,0.9319102168083191,0.11945392191410065,0.4481034278869629,0.9309442639350891,0.14693443477153778,0.49358391761779785,0.9675247669219971,-0.0336042195558548,0.42132264375686646,0.967324435710907,-0.0008710261317901313
2,0,TreePose,0.4759066700935364,0.2832454741001129,-0.4235936999320984,0.48217257857322693,0.2712136209011078,-0.40887564420700073,0.48597341775894165,0.27156728506088257,-0.4088894724845886,0.49012017250061035,0.27199825644493103,-0.40893369913101196,0.4708489775657654,0.2702775299549103,-0.40987443923950195,0.46676865220069885,0.2700395882129669,-0.4099186956882477,0.46273550391197205,0.2702126204967499,-0.4099395275115967,0.49414268136024475,0.2794913053512573,-0.28529709577560425,0.457965224981308,0.27746906876564026,-0.29091933369636536,0.48275166749954224,0.2982560098171234,-0.37397879362106323,0.46716150641441345,0.29666274785995483,-0.37579989433288574,0.5253122448921204,0.37041574716567993,-0.1766206920146942,0.42000478506088257,0.3669174611568451,-0.17763882875442505,0.5353420376777649,0.49259746074676514,-0.08839026838541031,0.4036797881126404,0.48559635877609253,-0.11254695802927017,0.5398972034454346,0.6019906401634216,-0.16861946880817413,0.39049530029296875,0.5907509326934814,-0.20037177205085754,0.5427683591842651,0.6328716278076172,-0.19480055570602417,0.38411927223205566,0.6247841119766235,-0.22842364013195038,0.5354210734367371,0.6337352395057678,-0.23578569293022156,0.3898950219154358,0.6263859868049622,-0.27156633138656616,0.532581627368927,0.6237712502479553,-0.1858011782169342,0.3934468626976013,0.6144806742668152,-0.21884119510650635,0.49538102746009827,0.5809431076049805,-0.006599605083465576,0.43552255630493164,0.5771976709365845,0.006461113691329956,0.4923184812068939,0.7598364353179932,-0.014362558722496033,0.4378443658351898,0.7539805173873901,0.005847027059644461,0.4847539961338043,0.9144687652587891,0.11356797069311142,0.4421229362487793,0.9115760922431946,0.1385517120361328,0.47734934091567993,0.9320732355117798,0.11543212085962296,0.44793301820755005,0.9310815930366516,0.14189991354942322,0.49422526359558105,0.9679511785507202,-0.0345282107591629,0.42108187079429626,0.9674278497695923,-0.005097673274576664
3,0,TreePose,0.47583550214767456,0.28324851393699646,-0.4231753945350647,0.4820994734764099,0.27121222019195557,-0.40854835510253906,0.48589736223220825,0.27156612277030945,-0.40855860710144043,0.49004286527633667,0.27199867367744446,-0.4085991382598877,0.47075796127319336,0.2702774107456207,-0.40943479537963867,0.46669650077819824,0.2700383961200714,-0.4094794690608978,0.46262115240097046,0.2702102065086365,-0.4094979763031006,0.4939536452293396,0.2794913649559021,-0.28519511222839355,0.4577728807926178,0.27746883034706116,-0.29041770100593567,0.48264503479003906,0.2982552647590637,-0.3736608028411865,0.4670282006263733,0.2966667413711548,-0.37536221742630005,0.5251185297966003,0.37033727765083313,-0.17604899406433105,0.4198220670223236,0.3669150173664093,-0.1776553988456726,0.5351897478103638,0.4925996959209442,-0.08754871785640717,0.4034903943538666,0.485727459192276,-0.11244134604930878,0.5399374961853027,0.6019514203071594,-0.1677573025226593,0.39032605290412903,0.591090202331543,-0.20023632049560547,0.5428513288497925,0.6328219771385193,-0.1937854140996933,0.38383954763412476,0.6250438690185547,-0.22818028926849365,0.5354872345924377,0.6336547136306763,-0.23480601608753204,0.3896920084953308,0.626659631729126,-0.2710524797439575,0.5326288938522339,0.6237050890922546,-0.18494683504104614,0.39325642585754395,0.614746630191803,-0.2185591161251068,0.49534958600997925,0.5805937647819519,-0.006585805676877499,0.4355410933494568,0.5769813656806946,0.006445389240980148,0.49229153990745544,0.7599708437919617,-0.015061549842357635,0.4377846121788025,0.7539961934089661,0.005076083354651928,0.4844137132167816,0.9146845936775208,0.11058994382619858,0.44208407402038574,0.911754310131073,0.13579300045967102,0.4771014153957367,0.9323061108589172,0.11236041784286499,0.44783082604408264,0.9311749339103699,0.13890400528907776,0.49469271302223206,0.9686862230300903,-0.03632762283086777,0.4207814335823059,0.9675028920173645,-0.008112858980894089
4,0,TreePose,0.4752963185310364,0.2830272614955902,-0.4094296991825104,0.4816400408744812,0.2710953652858734,-0.39478355646133423,0.4854220747947693,0.27144378423690796,-0.39479878544807434,0.4895854592323303,0.2718890309333801,-0.3948396146297455,0.47030991315841675,0.27014684677124023,-0.3951893448829651,0.46627068519592285,0.26990386843681335,-0.3952272832393646,0.4622224271297455,0.270078182220459,-0.39523541927337646,0.4936128556728363,0.27940094470977783,-0.27272525429725647,0.45755839347839355,0.27733057737350464,-0.27579236030578613,0.4820663034915924,0.29805293679237366,-0.3606850504875183,0.4665100574493408,0.2963508367538452,-0.36173373460769653,0.5247376561164856,0.37024620175361633,-0.1655885875225067,0.4197910726070404,0.36685481667518616,-0.1680556684732437,0.5351980924606323,0.4925850033760071,-0.0802687257528305,0.403374046087265,0.4852270483970642,-0.10398826748132706,0.5404325127601624,0.6019417643547058,-0.1626700907945633,0.38983339071273804,0.5891885757446289,-0.19334182143211365,0.5435787439346313,0.6325075626373291,-0.18873010575771332,0.3836165964603424,0.6229709982872009,-0.22135956585407257,0.5363774299621582,0.633537232875824,-0.2297106236219406,0.3894447982311249,0.624666154384613,-0.26396164298057556,0.5333917140960693,0.6236729025840759,-0.18003112077713013,0.3929232358932495,0.6131850481033325,-0.2117297351360321,0.49474626779556274,0.5805139541625977,-0.0064235529862344265,0.4351063668727875,0.5765346884727478,0.006286310497671366,0.49221891164779663,0.7602786421775818,-0.01719883270561695,0.43771615624427795,0.7539862990379333,0.0015108828665688634,0.4844281077384949,0.9146785140037537,0.1050042062997818,0.44192710518836975,0.9117745161056519,0.12826602160930634,0.47710490226745605,0.9323006868362427,0.1067223995923996,0.4475840628147125,0.931476891040802,0.13114723563194275,0.49526911973953247,0.9690060019493103,-0.03983130306005478,0.42079243063926697,0.9675151109695435,-0.014726636931300163
5,0,TreePose,0.47507143020629883,0.28297755122184753,-0.4085339605808258,0.4814295172691345,0.2710571587085724,-0.3937976658344269,0.4851914942264557,0.2714011073112488,-0.3938145041465759,0.4893600344657898,0.27185410261154175,-0.39385437965393066,0.47011178731918335,0.2701115906238556,-0.3943244218826294,0.46609267592430115,0.2698674201965332,-0.39436256885528564,0.4620239734649658,0.27003830671310425,-0.39437076449394226,0.49337583780288696,0.2793539762496948,-0.27141469717025757,0.45741137862205505,0.27727168798446655,-0.2751311659812927,0.48179858922958374,0.29801177978515625,-0.35969313979148865,0.4662992060184479,0.2962724268436432,-0.360921174287796,0.5245385766029358,0.3701717257499695,-0.16356489062309265,0.41975417733192444,0.36682671308517456,-0.1680329144001007,0.5352088212966919,0.4926011860370636,-0.07856829464435577,0.40326952934265137,0.4850355386734009,-0.10400412231683731,0.540729820728302,0.6019132733345032,-0.16198155283927917,0.3894504904747009,0.5880711674690247,-0.19335174560546875,0.5440773963928223,0.6322230696678162,-0.18806582689285278,0.38334065675735474,0.6218445897102356,-0.22142431139945984,0.5369085073471069,0.6333723068237305,-0.22904369235038757,0.3891553580760956,0.6236027479171753,-0.2638692259788513,0.5338346362113953,0.6235607862472534,-0.17938688397407532,0.39260217547416687,0.6123289465904236,-0.21166689693927765,0.49424663186073303,0.5803727507591248,-0.005640450399369001,0.434779554605484,0.5761991143226624,0.005507162772119045,0.49211692810058594,0.7602624297142029,-0.017162363976240158,0.43771395087242126,0.7539091110229492,-0.0008380278013646603,0.484421968460083,0.9143143892288208,0.10544141381978989,0.44181567430496216,0.9117729663848877,0.12558449804782867,0.47709426283836365,0.9318631291389465,0.10727890580892563,0.4473300576210022,0.9315093755722046,0.12857700884342194,0.49592670798301697,0.9690009951591492,-0.03939574584364891,0.42128100991249084,0.9675197601318359,-0.01732514053583145
6,0,TreePose,0.47404903173446655,0.28283053636550903,-0.4180484414100647,0.48068767786026,0.2709507644176483,-0.40362173318862915,0.48454150557518005,0.27129051089286804,-0.4036293625831604,0.48874273896217346,0.2717176377773285,-0.4036657214164734,0.46935367584228516,0.2700241506099701,-0.4039621949195862,0.4653399884700775,0.26980316638946533,-0.4040060043334961,0.4614980220794678,0.2699791193008423,-0.4040168821811676,0.493144690990448,0.2792567312717438,-0.28091591596603394,0.4573069214820862,0.27721983194351196,-0.2836514115333557,0.4809677004814148,0.29785022139549255,-0.3690076470375061,0.4654563367366791,0.2961133122444153,-0.3699861466884613,0.5244401693344116,0.3701382279396057,-0.16891264915466309,0.41969576478004456,0.3668179214000702,-0.17565107345581055,0.5351792573928833,0.49242013692855835,-0.08141801506280899,0.40315407514572144,0.48489829897880554,-0.11055556684732437,0.5420657992362976,0.6012677550315857,-0.16455937922000885,0.38932865858078003,0.5881893038749695,-0.19861117005348206,0.5465868711471558,0.6319586634635925,-0.18992076814174652,0.3832230269908905,0.6218886971473694,-0.22669915854930878,0.5399936437606812,0.6333646774291992,-0.23192043602466583,0.3888078033924103,0.6236416101455688,-0.2690737843513489,0.5364047288894653,0.6235600113868713,-0.1824263334274292,0.39232102036476135,0.6123441457748413,-0.21689105033874512,0.49403318762779236,0.5803738832473755,-0.004855400882661343,0.4346058964729309,0.5762348771095276,0.004704373888671398,0.4921249747276306,0.7602787613868713,-0.015712209045886993,0.43761730194091797,0.7537990808486938,-0.0007742338348180056,0.4847479462623596,0.9141733646392822,0.10750836133956909,0.44185003638267517,0.9119367599487305,0.1259886771440506,0.47731757164001465,0.9311280846595764,0.10944944620132446,0.4473482668399811,0.9315320253372192,0.1291864663362503,0.49709826707839966,0.9699558615684509,-0.03917369246482849,0.42323556542396545,0.9679118990898132,-0.016767378896474838
7,0,TreePose,0.4740540385246277,0.2826439142227173,-0.42802372574806213,0.4806983470916748,0.27084311842918396,-0.41263526678085327,0.484553724527359,0.27117469906806946,-0.41264986991882324,0.48875993490219116,0.2716194987297058,-0.4126964211463928,0.46935591101646423,0.26991692185401917,-0.4141312539577484,0.4653434753417969,0.26966872811317444,-0.4141823649406433,0.46147412061691284,0.2698461413383484,-0.4141915738582611,0.4931289553642273,0.2791755795478821,-0.28780609369277954,0.4572445750236511,0.2771361768245697,-0.29592639207839966,0.48097172379493713,0.29772916436195374,-0.37832218408584595,0.4654596745967865,0.2960449457168579,-0.38086917996406555,0.5244108438491821,0.3701323866844177,-0.1757868230342865,0.41922512650489807,0.3672616183757782,-0.18801000714302063,0.5351853966712952,0.4924216866493225,-0.08868850022554398,0.4026963710784912,0.4862508177757263,-0.12618714570999146,0.5424789190292358,0.6012589335441589,-0.1709291636943817,0.3885955214500427,0.5898749232292175,-0.2123502790927887,0.5477347373962402,0.6320381760597229,-0.19666680693626404,0.38284051418304443,0.62331622838974,-0.24091479182243347,0.5414166450500488,0.6335521936416626,-0.23813101649284363,0.38810330629348755,0.625018835067749,-0.28278404474258423,0.5373826026916504,0.6235942840576172,-0.1887466460466385,0.39159780740737915,0.6134727597236633,-0.2304338961839676,0.4940113127231598,0.5802790522575378,-0.004559495020657778,0.4344356954097748,0.5762034058570862,0.004409017972648144,0.49212589859962463,0.7598962187767029,-0.016219094395637512,0.43763166666030884,0.7521471381187439,-0.001034651300869882,0.4847239851951599,0.9142188429832458,0.10526861995458603,0.44184771180152893,0.9112809300422668,0.12634065747261047,0.47726964950561523,0.9313587546348572,0.10692091286182404,0.44726672768592834,0.9312350153923035,0.12954163551330566,0.4973740577697754,0.9691318869590759,-0.04078259691596031,0.4231932759284973,0.966496467590332,-0.016430223360657692
8,0,TreePose,0.4740598201751709,0.28256547451019287,-0.43044939637184143,0.48070794343948364,0.27078306674957275,-0.41480404138565063,0.48457083106040955,0.27110913395881653,-0.4148205816745758,0.48877882957458496,0.27156463265419006,-0.41486817598342896,0.46935614943504333,0.2698535621166229,-0.4166150987148285,0.46534663438796997,0.26958027482032776,-0.4166671335697174,0.4614507555961609,0.26974785327911377,-0.4166770875453949,0.49311795830726624,0.2791157364845276,-0.2894025444984436,0.45718812942504883,0.2770649492740631,-0.2989758849143982,0.4809753894805908,0.2976848781108856,-0.3805693984031677,0.4654640257358551,0.2960225045681,-0.3835303485393524,0.5243972539901733,0.3701269030570984,-0.17774930596351624,0.41885119676589966,0.36761316657066345,-0.1910286843776703,0.5351889133453369,0.4924197793006897,-0.09097535908222198,0.4024166464805603,0.48705804347991943,-0.12971094250679016,0.5427355766296387,0.6012207865715027,-0.17384003102779388,0.38811779022216797,0.5908176898956299,-0.21594516932964325,0.5483250617980957,0.632064938545227,-0.1998077780008316,0.3825780749320984,0.6241681575775146,-0.2446775883436203,0.5421074032783508,0.6336408257484436,-0.24116215109825134,0.3876386284828186,0.625881016254425,-0.28645724058151245,0.5378932952880859,0.6235994100570679,-0.19167572259902954,0.39110884070396423,0.6141903400421143,-0.23399893939495087,0.494002103805542,0.5802373290061951,-0.004335795529186726,0.43431705236434937,0.5761957764625549,0.0041865757666528225,0.49212488532066345,0.7596560716629028,-0.016216624528169632,0.43764224648475647,0.7511752247810364,-0.0010238862596452236,0.4847116470336914,0.9142360091209412,0.10542131960391998,0.4418454170227051,0.9107192754745483,0.12685392796993256,0.47724223136901855,0.9314529299736023,0.10708735883235931,0.4471997618675232,0.9308822154998779,0.13007791340351105,0.4974837303161621,0.9685271382331848,-0.040385451167821884,0.4231656491756439,0.9654195308685303,-0.01602150872349739
9,0,TreePose,0.4742356836795807,0.28262242674827576,-0.4217483401298523,0.48077183961868286,0.27078500390052795,-0.40568751096725464,0.48462334275245667,0.2711143493652344,-0.40569838881492615,0.48879343271255493,0.27157872915267944,-0.40572160482406616,0.4694688320159912,0.26986396312713623,-0.4080653786659241,0.4655824601650238,0.26959335803985596,-0.4081154465675354,0.4616408944129944,0.26976001262664795,-0.4081264138221741,0.493058443069458,0.27911293506622314,-0.2782147526741028,0.4571901261806488,0.2770722508430481,-0.2903638482093811,0.4810672402381897,0.29774612188339233,-0.3710569143295288,0.4656584858894348,0.2961185872554779,-0.3748210370540619,0.5243977904319763,0.37012308835983276,-0.1659754365682602,0.41874179244041443,0.36760714650154114,-0.18715016543865204,0.5351921319961548,0.4924280345439911,-0.07907455414533615,0.40188583731651306,0.4870641529560089,-0.12943042814731598,0.543247401714325,0.6012222170829773,-0.16564150154590607,0.38685503602027893,0.5910502076148987,-0.2138572484254837,0.5493412017822266,0.6321882605552673,-0.19100868701934814,0.38046154379844666,0.6242341995239258,-0.2421388328075409,0.5433717370033264,0.6339528560638428,-0.2329079657793045,0.38633787631988525,0.6259151697158813,-0.2846910357475281,0.539013147354126,0.623772919178009,-0.18388548493385315,0.390135258436203,0.6142371296882629,-0.23229071497917175,0.4939473271369934,0.5815780758857727,-0.002682666527107358,0.43419790267944336,0.5774916410446167,0.002535622799769044,0.4917987287044525,0.7598870396614075,-0.007164386101067066,0.43746042251586914,0.751687228679657,-0.0013793832622468472,0.48469558358192444,0.9135587215423584,0.12045061588287354,0.4415132403373718,0.9105783700942993,0.1300162374973297,0.47714805603027344,0.9303001165390015,0.12319345772266388,0.4465949535369873,0.9302350878715515,0.1339571475982666,0.4982161521911621,0.9685248136520386,-0.022310452535748482,0.4232093393802643,0.9656457901000977,-0.012499804608523846
